,age,stints,G,tap,AB,R,H,db,tr,HR,RBI,SB,CS,BB,SO,IBB,hbp,SH,SF,GIDP,avg,obp,slg,woba,PRO,GURU,salary,multiple_positions,ops,WAR,Rookie contract,1B,2B,3B,C,DH,OF,P,SS,bats_B,bats_L,bats_R,throws_L,throws_R
379,25,1,115.0,482.0,438.0,70.0,118.0,25.0,3.0,15.0,54.0,15.0,4.0,28.0,84.0,0.0,5.0,7.0,4.0,9.0,0.269406393,0.317894737,0.442922374,0.324356847,156.34,45.52603429,0.41776,0,0.7608171109999999,2.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
380,32,1,74.0,271.0,256.0,24.0,69.0,16.0,0.0,9.0,22.0,0.0,0.0,13.0,57.0,1.0,2.0,0.0,0.0,4.0,0.26953125,0.3099631,0.4375,0.324169742,87.85,31.42663628,5.25,1,0.7474631,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
381,30,1,162.0,735.0,681.0,105.0,206.0,41.0,10.0,16.0,74.0,20.0,10.0,45.0,126.0,5.0,5.0,0.0,4.0,8.0,0.302496329,0.34829932,0.462555066,0.352231293,258.89,80.51250326,1.0,1,0.810854386,3.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
382,29,2,79.0,170.0,154.0,26.0,40.0,6.0,1.0,13.0,25.0,2.0,0.0,15.0,45.0,0.0,1.0,0.0,0.0,2.0,0.25974026,0.329411765,0.564935065,0.375882353,63.9,39.96336998,0.322272,1,0.89434683,1.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
384,36,1,113.0,452.0,419.0,45.0,113.0,24.0,0.0,10.0,57.0,6.0,0.0,23.0,58.0,0.0,5.0,0.0,5.0,14.0,0.269689738,0.311946903,0.398568019,0.311216814,140.67,37.58580481,20.0,1,0.710514922,1.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
385,24,1,132.0,559.0,511.0,83.0,161.0,34.0,5.0,25.0,79.0,10.0,3.0,40.0,154.0,2.0,4.0,1.0,3.0,1.0,0.315068493,0.367383513,0.547945206,0.389642218,217.81,97.5783718,0.575,0,0.9153287189999999,5.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1
387,27,1,113.0,282.0,247.0,31.0,51.0,14.0,2.0,9.0,28.0,11.0,9.0,25.0,93.0,0.0,9.0,1.0,0.0,6.0,0.206477733,0.302491103,0.388663968,0.305602837,86.18,26.00866387,0.552916,1,0.6911550710000001,0.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
389,26,1,149.0,503.0,466.0,46.0,129.0,30.0,1.0,13.0,80.0,0.0,1.0,30.0,117.0,4.0,3.0,0.0,4.0,13.0,0.276824034,0.322067594,0.429184549,0.326958251,164.46,48.16607191,0.5795,1,0.7512521430000001,0.3,0,0,0,1,0,0,0,0,0,0,1,0,0,1
390,33,1,91.0,335.0,298.0,48.0,75.0,17.0,1.0,19.0,58.0,1.0,0.0,34.0,74.0,0.0,1.0,0.0,2.0,12.0,0.251677852,0.328358209,0.506711409,0.35558209,119.12,50.40058479,6.5,0,0.835069618,0.8,0,1,0,0,0,0,0,0,0,0,1,0,1,0
392,31,1,29.0,38.0,35.0,5.0,7.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.2,0.263157895,0.4,0.286842105,10.9,5.72621179,0.252672,0,0.663157895,-0.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
393,30,1,143.0,584.0,523.0,80.0,133.0,30.0,1.0,35.0,87.0,3.0,0.0,53.0,98.0,5.0,6.0,0.0,2.0,12.0,0.254302103,0.328767123,0.51625239,0.359537671,209.97,74.88581943,7.05,1,0.845019513,2.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
395,28,1,141.0,589.0,487.0,101.0,122.0,22.0,1.0,35.0,98.0,4.0,1.0,90.0,149.0,1.0,8.0,0.0,4.0,5.0,0.250513347,0.373514431,0.515400411,0.382835314,225.49,94.62876737,0.575,1,0.8889148419999999,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
396,24,1,88.0,181.0,172.0,20.0,46.0,7.0,1.0,2.0,13.0,8.0,3.0,7.0,37.0,0.0,1.0,0.0,1.0,5.0,0.267441861,0.298342541,0.354651163,0.289116022,52.33,16.00304749,0.540938,1,0.652993704,-0.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
397,34,1,132.0,476.0,438.0,56.0,122.0,35.0,1.0,13.0,78.0,1.0,1.0,32.0,74.0,1.0,2.0,0.0,4.0,10.0,0.278538813,0.327731092,0.452054795,0.337289916,160.55,52.06986049,10.0,1,0.7797858870000001,-0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
400,28,1,75.0,281.0,260.0,32.0,71.0,12.0,1.0,18.0,40.0,2.0,0.0,19.0,87.0,0.0,1.0,0.0,1.0,0.0,0.273076923,0.323843416,0.534615385,0.362882562,101.97,48.49605267,0.554445,1,0.858458801,3.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
401,28,1,155.0,490.0,435.0,58.0,104.0,22.0,1.0,18.0,53.0,16.0,7.0,51.0,168.0,0.0,2.0,1.0,1.0,12.0,0.23908046,0.321063395,0.418390805,0.324204082,158.86,45.9293708,5.5,1,0.7394542,0.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1
403,27,1,132.0,482.0,428.0,63.0,119.0,12.0,0.0,22.0,55.0,0.0,0.0,47.0,92.0,1.0,4.0,0.0,3.0,5.0,0.278037383,0.352697095,0.460280374,0.355020747,171.12,63.24984098,0.5812,1,0.812977469,1.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
404,22,1,94.0,279.0,253.0,29.0,63.0,15.0,0.0,8.0,32.0,1.0,1.0,25.0,64.0,1.0,0.0,0.0,1.0,4.0,0.249011858,0.315412186,0.403162055,0.316129032,88.2,29.21990396,0.352112,0,0.718574241,-0.3,1,0,0,0,0,0,1,0,0,0,1,0,1,0
407,25,1,130.0,531.0,493.0,61.0,152.0,20.0,6.0,12.0,64.0,16.0,8.0,28.0,62.0,2.0,7.0,2.0,1.0,5.0,0.30831643,0.353497165,0.446247465,0.349472693,185.57,63.54340098,0.5575,1,0.79974463,2.1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
408,25,1,50.0,144.0,136.0,9.0,26.0,5.0,0.0,4.0,14.0,0.0,0.0,7.0,37.0,2.0,0.0,1.0,0.0,4.0,0.191176471,0.230769231,0.316176471,0.238472222,34.34,6.858218643,0.496506,0,0.546945702,-0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1
409,26,1,69.0,254.0,199.0,34.0,44.0,11.0,1.0,8.0,29.0,3.0,0.0,46.0,71.0,2.0,5.0,1.0,3.0,1.0,0.221105528,0.375494071,0.407035176,0.351456693,89.27,40.46250265,0.598285,0,0.782529247,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,1
410,30,1,79.0,267.0,238.0,37.0,64.0,12.0,1.0,10.0,31.0,1.0,0.0,23.0,63.0,1.0,4.0,1.0,1.0,8.0,0.268907563,0.342105263,0.453781513,0.346067416,92.4,39.49098219,0.316304,1,0.795886776,1.2,0,1,0,0,0,0,0,0,0,0,0,1,0,1
415,25,1,151.0,599.0,541.0,72.0,132.0,24.0,0.0,31.0,90.0,1.0,1.0,44.0,143.0,1.0,10.0,0.0,4.0,9.0,0.243992606,0.310517529,0.46025878,0.331702838,198.69,56.76308,0.562,1,0.7707763089999999,0.2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
417,25,1,145.0,581.0,522.0,77.0,107.0,30.0,1.0,30.0,93.0,11.0,9.0,52.0,178.0,2.0,5.0,1.0,1.0,4.0,0.204980843,0.282758621,0.438697318,0.309552496,179.85,43.28439548,7.833333,0,0.7214559389999999,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
420,24,1,106.0,423.0,384.0,51.0,110.0,20.0,5.0,18.0,62.0,12.0,3.0,33.0,110.0,1.0,2.0,0.0,4.0,6.0,0.286458333,0.342789598,0.505208333,0.362316785,153.26,62.65064569,0.65,0,0.847997931,1.7,1,0,0,0,0,1,0,0,0,0,1,0,0,1
421,25,1,127.0,547.0,483.0,73.0,129.0,26.0,0.0,36.0,91.0,0.0,0.0,51.0,138.0,7.0,12.0,0.0,1.0,11.0,0.267080745,0.351005485,0.544513458,0.381096892,208.46,88.77006029,0.575,0,0.8955189429999999,4.1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
424,26,1,95.0,284.0,261.0,41.0,69.0,20.0,0.0,10.0,36.0,0.0,0.0,18.0,48.0,0.0,1.0,0.0,4.0,6.0,0.264367816,0.309859155,0.455938697,0.327852113,93.11,33.74250749,0.502529,1,0.765797852,-0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,1
430,32,2,119.0,301.0,274.0,38.0,64.0,14.0,1.0,9.0,48.0,8.0,3.0,19.0,59.0,3.0,5.0,1.0,2.0,7.0,0.233576642,0.293333333,0.390510949,0.298671096,89.9,24.94431231,0.429696,1,0.6838442819999999,-0.2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
432,27,1,149.0,514.0,450.0,83.0,112.0,16.0,3.0,36.0,74.0,1.0,1.0,50.0,111.0,2.0,12.0,0.0,2.0,4.0,0.248888889,0.338521401,0.537777778,0.371634241,191.02,77.84368157,5.0,1,0.8762991790000001,2.9,0,0,0,0,0,0,1,0,0,0,1,0,1,0
436,25,1,141.0,403.0,376.0,37.0,90.0,18.0,2.0,6.0,33.0,7.0,6.0,17.0,58.0,0.0,8.0,0.0,2.0,9.0,0.239361702,0.285359802,0.345744681,0.280347395,112.98,23.87791061,2.775,1,0.631104483,-0.3,1,0,1,0,0,0,0,0,0,0,0,1,0,1
437,28,1,91.0,246.0,232.0,29.0,53.0,11.0,0.0,8.0,18.0,5.0,1.0,11.0,66.0,0.0,0.0,2.0,1.0,9.0,0.228448276,0.262295082,0.379310345,0.275447155,67.76,16.3276465,2.5,1,0.641605427,-0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,1
439,30,1,119.0,449.0,389.0,46.0,93.0,9.0,1.0,24.0,63.0,0.0,0.0,45.0,127.0,1.0,4.0,7.0,4.0,12.0,0.23907455,0.321266968,0.452442159,0.329665924,148.02,46.15438588,2.625,0,0.773709127,3.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
443,31,1,106.0,342.0,314.0,44.0,75.0,18.0,0.0,12.0,62.0,0.0,1.0,15.0,63.0,0.0,6.0,2.0,5.0,11.0,0.238853503,0.282352941,0.410828026,0.296842105,101.52,26.47008178,1.075,0,0.693180967,0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
445,30,2,161.0,645.0,611.0,83.0,158.0,37.0,3.0,21.0,88.0,14.0,5.0,18.0,89.0,4.0,9.0,0.0,7.0,15.0,0.258592471,0.286821705,0.43207856,0.307782946,198.52,45.32252847,5.644085,0,0.718900265,0.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1
446,32,1,76.0,179.0,158.0,10.0,36.0,8.0,0.0,7.0,25.0,0.0,0.0,16.0,50.0,1.0,4.0,0.0,1.0,1.0,0.227848101,0.312849162,0.411392405,0.318379888,56.99,22.57011452,1.6,1,0.724241567,1.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
447,27,1,124.0,370.0,341.0,45.0,82.0,21.0,0.0,13.0,47.0,0.0,1.0,20.0,88.0,0.0,5.0,1.0,3.0,11.0,0.240469208,0.2899729,0.416422287,0.304702703,112.74,30.61572885,0.565,1,0.706395187,0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
449,28,1,93.0,393.0,357.0,46.0,89.0,17.0,1.0,13.0,44.0,2.0,0.0,29.0,84.0,0.0,3.0,1.0,3.0,13.0,0.24929972,0.308673469,0.411764706,0.313791349,123.32,35.41360113,7.333333,0,0.720438175,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,1
450,28,1,59.0,174.0,158.0,13.0,35.0,10.0,0.0,3.0,17.0,0.0,1.0,12.0,31.0,0.0,3.0,0.0,1.0,4.0,0.221518987,0.287356322,0.341772152,0.281264368,48.94,14.11610344,1.1375,1,0.629128474,0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
452,25,1,153.0,704.0,631.0,107.0,186.0,40.0,7.0,22.0,79.0,4.0,3.0,60.0,116.0,2.0,4.0,2.0,7.0,11.0,0.294770206,0.356125356,0.484944533,0.362102273,254.92,86.61198628,3.583333,0,0.841069889,3.3,1,0,0,0,0,0,0,0,1,1,0,0,0,1
454,32,1,114.0,445.0,405.0,43.0,104.0,24.0,0.0,7.0,38.0,0.0,0.0,34.0,71.0,1.0,4.0,1.0,1.0,18.0,0.256790124,0.31981982,0.367901235,0.30694382,136.59,35.38592279,22.177777,1,0.6877210549999999,1.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1
455,35,1,104.0,260.0,245.0,26.0,57.0,9.0,0.0,2.0,15.0,0.0,0.0,12.0,41.0,0.0,0.0,0.0,3.0,10.0,0.232653061,0.265384615,0.293877551,0.250384615,65.1,11.95364898,15.0,1,0.559262166,-1.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1
456,26,1,139.0,518.0,459.0,65.0,100.0,24.0,2.0,20.0,67.0,9.0,1.0,48.0,75.0,2.0,8.0,0.0,3.0,12.0,0.217864924,0.301158301,0.409586057,0.310888031,161.04,40.85407277,3.6,1,0.710744358,0.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1
458,28,2,149.0,611.0,555.0,76.0,148.0,30.0,2.0,24.0,84.0,19.0,7.0,44.0,133.0,1.0,8.0,0.0,4.0,13.0,0.266666667,0.327332242,0.457657658,0.339770867,207.6,62.74363339,3.129032,0,0.7849899,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
459,39,1,131.0,545.0,491.0,55.0,120.0,22.0,0.0,23.0,93.0,3.0,0.0,43.0,68.0,1.0,3.0,0.0,8.0,21.0,0.244399185,0.304587156,0.429735234,0.317137615,172.84,45.37549075,28.0,1,0.73432239,-0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,1
462,25,1,119.0,445.0,421.0,54.0,116.0,20.0,3.0,11.0,50.0,2.0,1.0,18.0,91.0,1.0,5.0,0.0,1.0,8.0,0.275534442,0.312359551,0.41567696,0.317842697,141.44,40.178035,0.423728,0,0.728036511,-0.2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
463,26,1,129.0,542.0,482.0,68.0,123.0,33.0,3.0,23.0,83.0,24.0,4.0,52.0,74.0,3.0,2.0,0.0,6.0,8.0,0.255186722,0.326568266,0.479253112,0.345,186.99,61.43371712,4.15,0,0.805821378,3.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1
464,31,1,141.0,524.0,473.0,52.0,136.0,19.0,0.0,14.0,73.0,1.0,0.0,44.0,69.0,5.0,4.0,0.0,3.0,16.0,0.287526427,0.351145038,0.416490486,0.340152672,178.24,57.10192046,7.75,0,0.767635524,1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1
468,32,1,141.0,547.0,501.0,57.0,138.0,19.0,3.0,14.0,56.0,5.0,2.0,36.0,66.0,1.0,0.0,1.0,9.0,9.0,0.275449102,0.318681319,0.409181637,0.316745887,173.26,45.27783096,13.0,1,0.7278629560000001,0.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1
471,29,1,146.0,646.0,545.0,117.0,174.0,44.0,3.0,34.0,126.0,5.0,1.0,80.0,86.0,8.0,12.0,0.0,9.0,13.0,0.319266055,0.411764706,0.598165138,0.426996904,275.84,149.3759082,18.8,1,1.009929844,6.8,0,0,0,1,0,0,0,0,0,0,0,1,0,1
472,27,1,140.0,494.0,440.0,64.0,95.0,19.0,1.0,33.0,64.0,5.0,0.0,46.0,154.0,1.0,2.0,0.0,6.0,6.0,0.215909091,0.289473684,0.488636364,0.327712551,161.89,48.01376708,0.5821,0,0.778110048,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
475,25,1,71.0,157.0,143.0,18.0,29.0,7.0,2.0,2.0,19.0,1.0,1.0,13.0,36.0,0.0,1.0,0.0,0.0,0.0,0.202797203,0.27388535,0.321678322,0.267579618,42.01,11.02276498,0.29184,1,0.595563672,-0.3,1,0,0,0,0,0,1,0,0,0,0,1,0,1
476,24,1,69.0,292.0,276.0,29.0,84.0,16.0,5.0,3.0,25.0,9.0,3.0,14.0,64.0,0.0,0.0,0.0,2.0,5.0,0.304347826,0.335616438,0.43115942,0.334143836,97.57,36.80853562,0.250656,0,0.766775858,1.3,1,0,0,0,0,0,1,0,0,1,0,0,0,1
477,24,1,134.0,546.0,491.0,83.0,154.0,37.0,4.0,16.0,68.0,3.0,2.0,46.0,121.0,0.0,6.0,0.0,3.0,9.0,0.313645621,0.377289377,0.50305499,0.381391941,208.24,88.91629143,0.486392,0,0.880344367,3.4,1,0,0,0,0,0,1,0,0,1,0,0,0,1
485,29,1,146.0,613.0,512.0,89.0,150.0,29.0,3.0,27.0,94.0,5.0,2.0,71.0,86.0,3.0,27.0,0.0,3.0,15.0,0.29296875,0.4045677,0.51953125,0.402218597,246.56,116.1990727,11.285714,0,0.92409895,3.8,0,1,0,0,0,0,0,0,0,0,1,0,1,0
486,25,1,74.0,237.0,207.0,23.0,44.0,9.0,1.0,2.0,19.0,2.0,2.0,24.0,59.0,0.0,6.0,0.0,0.0,10.0,0.212560387,0.312236287,0.29468599,0.283544304,67.2,17.71596689,0.351,1,0.606922277,-0.1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
488,22,1,155.0,617.0,546.0,86.0,139.0,33.0,3.0,17.0,65.0,28.0,9.0,35.0,140.0,3.0,25.0,6.0,5.0,6.0,0.254578755,0.325695581,0.419413919,0.324311183,200.1,53.29293695,0.5578,0,0.7451095000000001,3.6,1,0,0,0,0,0,1,0,0,0,0,1,0,1
490,27,1,84.0,294.0,276.0,29.0,61.0,12.0,3.0,14.0,43.0,3.0,1.0,13.0,82.0,0.0,0.0,0.0,5.0,5.0,0.221014493,0.25170068,0.438405797,0.289183674,85.02,21.8474402,0.378968,1,0.690106477,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,1
491,34,1,76.0,139.0,112.0,24.0,25.0,5.0,0.0,4.0,12.0,1.0,1.0,19.0,41.0,0.0,3.0,4.0,1.0,2.0,0.223214286,0.348148148,0.375,0.318920863,44.33,19.31617295,0.474456,1,0.7231481479999999,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,1
492,23,1,35.0,128.0,112.0,11.0,14.0,3.0,0.0,4.0,8.0,0.0,0.0,13.0,51.0,0.0,1.0,2.0,0.0,3.0,0.125,0.222222222,0.258928571,0.218203125,27.93,4.603138489,0.185008,0,0.48115079299999997,-0.6,1,0,0,0,1,0,0,0,0,0,0,1,0,1
494,30,1,132.0,526.0,483.0,52.0,137.0,29.0,1.0,5.0,46.0,9.0,5.0,32.0,62.0,2.0,5.0,1.0,5.0,15.0,0.283643892,0.331428571,0.378881988,0.315323194,165.86,43.43983409,3.155,1,0.7103105590000001,1.3,0,0,0,0,0,0,0,0,1,0,0,1,0,1
495,30,1,72.0,240.0,228.0,29.0,64.0,12.0,0.0,8.0,35.0,1.0,1.0,10.0,50.0,0.0,0.0,1.0,1.0,7.0,0.280701754,0.309623431,0.438596491,0.322,77.28,28.37372217,1.8,1,0.748219922,0.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1
497,23,1,157.0,655.0,616.0,75.0,177.0,30.0,7.0,15.0,72.0,19.0,10.0,31.0,124.0,2.0,3.0,2.0,3.0,13.0,0.287337662,0.323124043,0.431818182,0.327389313,214.44,57.30796024,0.5755,1,0.754942225,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
498,27,1,137.0,590.0,562.0,91.0,155.0,28.0,1.0,32.0,109.0,3.0,1.0,22.0,86.0,2.0,0.0,0.0,6.0,10.0,0.275800712,0.3,0.5,0.337491525,199.12,59.86981078,4.19,0,0.8,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
499,25,1,127.0,413.0,370.0,35.0,86.0,13.0,2.0,12.0,46.0,0.0,1.0,40.0,88.0,0.0,0.0,1.0,2.0,12.0,0.232432432,0.305825243,0.375675676,0.301549637,124.54,31.62713444,0.513513,1,0.6815009190000001,-0.2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
500,25,1,82.0,241.0,215.0,25.0,51.0,4.0,1.0,9.0,23.0,2.0,0.0,20.0,58.0,2.0,3.0,1.0,2.0,7.0,0.237209302,0.308333333,0.390697674,0.30713693,74.02,23.9532954,3.4,1,0.699031007,0.8,1,0,1,0,0,0,0,0,0,0,0,1,0,1
504,26,1,106.0,446.0,396.0,62.0,92.0,12.0,1.0,34.0,77.0,0.0,1.0,40.0,125.0,3.0,9.0,0.0,1.0,3.0,0.232323232,0.316143498,0.525252525,0.35603139,158.79,60.81033968,0.6698,0,0.8413960229999999,2.4,0,0,0,0,1,0,0,0,0,0,0,1,0,1
506,26,1,105.0,439.0,380.0,76.0,94.0,19.0,2.0,34.0,79.0,0.0,1.0,55.0,159.0,0.0,3.0,0.0,1.0,5.0,0.247368421,0.346241458,0.57631579,0.387084283,169.93,81.61597862,2.65,1,0.9225572479999999,2.8,0,0,0,1,0,0,0,0,0,0,0,1,0,1
507,24,1,93.0,405.0,380.0,46.0,99.0,20.0,1.0,20.0,59.0,1.0,2.0,19.0,86.0,0.0,2.0,1.0,3.0,1.0,0.260526316,0.297029703,0.47631579,0.327753086,132.74,42.3006728,0.346144,0,0.773345493,0.7,1,0,0,0,0,0,1,0,0,1,0,0,0,1
508,33,1,158.0,686.0,573.0,110.0,161.0,30.0,1.0,34.0,93.0,4.0,0.0,108.0,108.0,12.0,3.0,0.0,2.0,13.0,0.280977312,0.396501458,0.514834206,0.395728863,271.47,117.6957838,18.333333,0,0.9113356639999999,4.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1
510,26,1,121.0,505.0,451.0,63.0,114.0,20.0,1.0,21.0,69.0,8.0,3.0,50.0,164.0,1.0,2.0,0.0,2.0,11.0,0.252771619,0.328712871,0.441241685,0.335861386,169.61,53.2494226,1.95,0,0.7699545560000001,0.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1
